fin_year,month,state_code,state_name,district_code,district_name,Approved_Labour_Budget,Average_Wage_rate_per_day_per_person,Average_days_of_employment_provided_per_Household,Differently_abled_persons_worked,Material_and_skilled_Wages,Number_of_Completed_Works,Number_of_GPs_with_NIL_exp,Number_of_Ongoing_Works,Persondays_of_Central_Liability_so_far,SC_persondays,SC_workers_against_active_workers,ST_persondays,ST_workers_against_active_workers,Total_Adm_Expenditure,Total_Exp,Total_Households_Worked,Total_Individuals_Worked,Total_No_of_Active_Job_Cards,Total_No_of_Active_Workers,Total_No_of_HHs_completed_100_Days_of_Wage_Employment,Total_No_of_JobCards_issued,Total_No_of_Workers,Total_No_of_Works_Takenup,Wages,Women_Persondays,percent_of_Category_B_Works,percent_of_Expenditure_on_Agriculture_Allied_Works,percent_of_NRM_Expenditure,percentage_payments_gererated_within_15_days,Remarks
2024-2025,Dec,16,KERALA,1602,KANNUR,3502371,343.638158042126,46,126,3671.058085321,10170,0,15822,3729841,155230,8781,329589,13771,797.35927,17285.574265621,79595,85558,131260,193360,2303,264764,365344,25992,12817.1569103,3489919,47,59.44,25.75,100.2,NA
2024-2025,Dec,16,KERALA,1607,THRISSUR,2978188,339.984459406283,39,208,3155.570207427,15589,0,14157,3006315,946907,50886,57187,2497,919.15647,14295.730478227,75316,80119,157009,205392,2625,350798,428412,29746,10221.0038008,2709623,50,63.63,10.46,99.99,NA
2024-2025,Dec,16,KERALA,1614,THIRUVANANTHAPURAM,7498642,342.156361955911,53,173,5042.653928024,20850,0,22427,8483652,1465485,59488,284135,8066,1026.43492,35096.4438922239,157710,171073,231901,350393,5481,395154,562795,43277,29027.3550441999,7551103,52,67.27,22.39,100,NA
2024-2025,Dec,16,KERALA,1612,PATHANAMTHITTA,1982827,342.032801122426,43,99,1289.892045629,5490,0,8290,1827471,512103,35180,38521,2182,486.46857,8026.910866629,42288,46736,67618,117223,624,163102,254083,13780,6250.550251,1628028,43,63.39,20.46,100.02,NA
2024-2025,Dec,16,KERALA,1601,KASARGOD,2726462,345.786127304465,47,95,2916.901331162,12658,0,11947,3096435,186927,9992,599569,24759,539.37531,14163.319312162,65497,73501,107855,165722,3172,171123,246332,24605,10707.042671,2790467,50,51.15,35.39,100.01,NA
2024-2025,Dec,16,KERALA,1608,ERNAKULAM,2851894,340.162934018231,49,121,2836.938789122,16872,0,13810,2916836,586412,32944,60513,2868,857.272,13616.205707222,59339,63879,110517,168425,2645,271786,382216,30682,9921.9949181,2609486,52,49.82,30.85,99.99,NA
2024-2025,Dec,16,KERALA,1613,KOLLAM,5588027,341.857200614716,50,271,2693.007733094,16891,0,20292,6537003,1326163,62161,106271,2439,919.97892,25960.202112994,128613,140395,208925,328916,5835,403286,587674,37183,22347.2154599,5676317,41,64.25,25.78,100,NA
2024-2025,Dec,16,KERALA,1609,IDUKKI,3417051,339.766293110384,42,91,2302.623556356,15606,0,11595,3614570,394243,28952,602384,24904,712.16982,15295.883877236,84300,108034,134724,244001,3218,213274,365594,27201,12281.09050088,2681560,29,60.38,19.45,100.12,NA
2024-2025,Dec,16,KERALA,1613,KOLLAM,5588027,341.921484441807,49,271,2693.007733094,16772,0,20200,6403700,1300449,62139,104796,2439,919.97892,25508.612752294,128218,139919,208841,328769,5138,403205,587544,36972,21895.6260992,5557597,41,63.9,26.06,100.02,NA
2024-2025,March,16,KERALA,1605,MALAPPURAM,3580994,350.070005788635,63,221,4775.41071437,24475,0,18302,5225757,1777319,61720,257418,5695,1220.391,24289.60954677,82793,94593,151850,243311,25401,418647,603607,42777,18293.8078324,4523836,67,57.86,14.51,100.62,NA
2024-2025,March,16,KERALA,1610,KOTTAYAM,2578635,341.141507151806,60,31,3024.95732782201,14564,0,9725,3135152,455998,20478,110959,4653,752.40105,14472.663162122,51751,56262,90280,136985,10329,209999,293857,24289,10695.3047843,2929047,54,49.97,30.5,100.26,NA
2024-2025,March,16,KERALA,1613,KOLLAM,6008630,343.984613867751,65,279,4362.620962515,24273,0,18530,8819815,1791806,62682,132607,2453,1104.14031,35805.567844115,134851,148342,211092,332614,41801,405406,590874,42803,30338.8065716,7731776,40,67.81,22.03,100.18,NA
2024-2025,March,16,KERALA,1610,KOTTAYAM,2578635,340.654952136689,60,31,2934.989923292,14504,0,9764,3119195,454043,20478,110310,4652,752.40105,14313.083207592,51728,56225,90267,136954,10156,209985,293831,24268,10625.6922343,2914119,54,49.9,30.68,100.26,NA
2024-2025,March,16,KERALA,1614,THIRUVANANTHAPURAM,8063056,345.181236374854,72,183,7676.245211832,28663,0,21448,11825928,2035712,59853,400434,8086,1263.95526,49761.084955032,163802,178918,233784,353665,46471,397484,566454,50111,40820.8844832,10657001,51,69.64,18.83,100.36,NA
2024-2025,March,16,KERALA,1605,MALAPPURAM,3580994,350.142791019495,63,221,4931.474516687,24560,0,18392,5241977,1782379,61746,258170,5696,1220.391,24506.270089087,82930,94823,151953,243511,25793,418694,603683,42952,18354.4045724,4537195,67,57.75,14.43,100.62,NA
2024-2025,March,16,KERALA,1607,THRISSUR,3202353,343.731252486537,51,221,4426.220410002,21278,0,13115,4244860,1349411,51409,78293,2516,1181.23699,20198.367844302,82580,88677,160475,210406,15740,353178,432174,34393,14590.9104443,3841506,50,66.85,8.22,100.51,NA
2024-2025,March,16,KERALA,1608,ERNAKULAM,3066552,342.973065959181,62,126,4068.374708128,23779,0,11680,3925261,798797,33172,83052,2878,941.69825,18472.660956728,62660,68089,111853,170613,16496,273485,384381,35459,13462.5879986,3522548,52,54.24,25.05,100.18,NA
2024-2025,March,16,KERALA,1609,IDUKKI,3674249,348.605083066253,53,93,3400.715527385,21572,0,11865,4812219,568082,29318,825474,25038,981.65416,21158.009729665,89737,116380,136097,246574,11022,213718,366447,33437,16775.64004228,3659447,30,62.61,16.9,101.5,NA
2024-2025,March,16,KERALA,1611,ALAPPUZHA,6648303,345.494835262128,67,365,5668.510129665,22793,0,20492,9327242,1383563,45352,54715,1164,864.6607,38758.310212065,137848,151065,181261,286346,20949,265963,396985,43285,32225.1393824,8671607,34,77.83,7.64,100.08,NA
2024-2025,March,16,KERALA,1613,KOLLAM,6008630,344.581148555997,65,279,4362.620962515,24318,0,18668,8853308,1798167,62699,132713,2453,1104.14031,35973.591664115,134975,148516,211141,332699,42756,405420,590906,42986,30506.8303916,7761420,40,67.84,22,100.18,NA
2024-2025,March,16,KERALA,1608,ERNAKULAM,3066552,342.981776836743,62,126,4068.374708128,23813,0,11734,3943176,802801,33179,83322,2878,941.69825,18534.448066728,62733,68194,111887,170670,17010,273498,384403,35547,13524.3751086,3538726,52,54.27,24.99,100.18,NA
2024-2025,March,16,KERALA,1609,IDUKKI,3674249,348.998225778122,53,93,3400.715527385,21646,0,11880,4830220,570469,29322,826952,25038,981.65416,21239.751788565,89849,116556,136113,246607,11169,213726,366466,33526,16857.38210118,3672756,30,62.57,16.88,101.5,NA
2024-2025,March,16,KERALA,1612,PATHANAMTHITTA,2132073,342.673832099498,61,104,1877.197019081,7976,0,8132,2722946,764050,35408,55025,2197,645.81292,11853.833343281,44476,49649,68156,118326,6414,164147,255700,16108,9330.8234042,2439207,41,67.03,15.56,100.16,NA
2024-2025,March,16,KERALA,1613,KOLLAM,6008630,343.803390861336,65,280,4366.610962515,24375,0,18735,8902505,1807992,62713,133451,2453,1104.14031,36077.865334115,135126,148723,211196,332800,44401,405447,590954,43110,30607.1140616,7804986,40,67.86,21.94,100.18,NA
2024-2025,March,16,KERALA,1605,MALAPPURAM,3580994,349.854570301961,63,221,4996.780284478,25018,0,18281,5288935,1795941,61774,262180,5695,1220.391,24720.752102278,83290,95401,152172,243925,27014,418786,603856,43299,18503.5808178,4577229,67,57.64,14.29,100.61,NA
2024-2025,March,16,KERALA,1606,PALAKKAD,4993058,355.567416764931,46,207,5827.069525805,26794,0,32335,6901478,2120538,86237,905444,21345,1186.89663,31553.373199005,148156,164615,217038,311139,14595,412068,558142,59129,24539.4070432,6245366,63,42.18,32.92,100.91,NA
2024-2025,March,16,KERALA,1608,ERNAKULAM,3066552,342.707436266543,63,126,4135.866298432,24015,0,11669,3974247,809027,33185,84375,2878,943.81485,18699.721153032,62833,68304,111937,170757,17762,273509,384423,35684,13620.0400046,3566282,52,54.27,24.86,100.18,NA
2024-2025,March,16,KERALA,1609,IDUKKI,3674249,349.520726926013,54,93,3400.715527385,21899,0,11888,4862803,572590,29329,832507,25043,981.65416,21378.874081965,90020,116828,136177,246733,11694,213737,366492,33787,16996.50439458,3699906,30,62.62,16.8,101.48,NA
2024-2025,March,16,KERALA,1610,KOTTAYAM,2578635,341.175790385256,61,31,3024.95732782201,14853,0,9627,3183049,463411,20489,112893,4653,758.18075,14642.930661922,51839,56406,90325,137072,11170,210040,293933,24480,10859.7925841,2973627,54,50.08,30.04,100.25,NA
2024-2025,March,16,KERALA,1601,KASARGOD,2931678,354.585894935159,58,98,4306.63701031501,16197,0,12085,4127908,264550,10099,822826,25052,656.68853,19600.305064215,70884,80535,109465,168358,18444,172332,248292,28282,14636.9795239,3837568,49,54.1,31.04,101.11,NA
2024-2025,March,16,KERALA,1603,WAYANAD,2690533,372.204615592772,64,85,4035.408374302,9345,0,8140,3898691,175490,7088,2037748,49054,597.68118,19144.197404002,60309,70404,88058,151719,23046,158096,260467,17485,14511.1078497,3670550,42,56.11,12.79,104.09,NA
2024-2025,Dec,16,KERALA,1605,MALAPPURAM,3330324,344.216459931321,54,213,3061.147894621,17922,0,18790,4177128,1434600,61132,191490,5631,907.26842,18346.778443021,76262,85594,147951,236494,6353,415887,598998,36712,14378.3621284,3585891,66,56.16,17.95,100.06,NA
2024-2025,Dec,16,KERALA,1610,KOTTAYAM,2398131,335.975978493003,46,29,2130.22558997,9742,0,11073,2295811,327691,20304,79772,4626,592.7367,10436.33576157,49464,53177,89516,135474,2965,208900,292032,20815,7713.3734716,2134987,54,43.25,38.34,100,NA
2024-2025,Feb,16,KERALA,1605,MALAPPURAM,3509374,344.746343864074,62,221,4772.53446437,23749,0,18114,5154275,1742004,61619,248775,5687,1211.78638,23753.49545957,81937,93286,151268,242231,22318,418362,603056,41863,17769.1746152,4419980,67,58.12,14.91,100.2,NA
2024-2025,Feb,16,KERALA,1609,IDUKKI,3600764,340.25404018063,52,93,3220.477828866,20661,0,11981,4700225,537222,29251,797100,25019,968.85003,20182.033318946,88907,115081,135866,246155,8852,213656,366303,32642,15992.70546008,3498533,30,62.48,17.14,100.96,NA
2024-2025,Feb,16,KERALA,1611,ALAPPUZHA,6515337,344.403036043787,64,364,4768.043728059,21617,0,20670,8786563,1309382,45318,51780,1163,861.11784,35890.351303959,137265,150201,181047,285985,13765,265905,396849,42287,30261.1897359,8149026,34,77.78,7.67,100.07,NA
2024-2025,Feb,16,KERALA,1612,PATHANAMTHITTA,2089432,343.051825118467,58,103,1632.47732664,7630,0,8034,2580890,723132,35378,51433,2194,615.55928,11101.82685594,44235,49284,68063,118139,4429,163854,255322,15664,8853.7902493,2307419,42,66.82,16.18,100.12,NA
2024-2025,Feb,16,KERALA,1614,THIRUVANANTHAPURAM,7901793,341.911280426522,70,182,6403.361554661,27617,0,21717,11560679,1979327,59821,387980,8086,1256.95895,47187.586099561,163276,178167,233597,353332,36737,397371,566239,49334,39527.2655949,10339870,51,69.66,19.12,100.07,NA
2024-2025,Feb,16,KERALA,1609,IDUKKI,3600764,343.60594811602,53,93,3220.477828866,20748,0,11982,4720301,541773,29253,799579,25020,968.85003,20408.562863846,88977,115178,135881,246180,8949,213662,366317,32730,16219.23500498,3514239,30,62.48,17.12,101.56,NA
2024-2025,March,16,KERALA,1603,WAYANAD,2690533,372.329414251843,64,84,3989.116246624,9013,0,8075,3847797,172299,7074,1983080,48995,595.70405,18911.300328324,59855,69813,87876,151375,21345,158016,260300,17088,14326.4800317,3595731,42,56.19,13.21,104.13,NA
2024-2025,March,16,KERALA,1604,KOZHIKODE,6663896,344.967174665516,68,197,9028.86101914499,20687,0,17965,9320861,1117845,39016,161349,4142,1251.64171,42434.413575345,136027,149724,201586,319066,31129,359664,532585,38652,32153.9108462,8568176,37,74.46,12.93,100.16,NA
2024-2025,March,16,KERALA,1605,MALAPPURAM,3580994,349.837107508667,62,221,4775.41071437,24313,0,18201,5201962,1770489,61691,255577,5693,1219.518,24193.32210887,82584,94257,151702,243032,24774,418568,603460,42514,18198.3933945,4503897,67,57.97,14.61,100.62,NA
2024-2025,Jan,16,KERALA,1602,KANNUR,3577690,344.607516200819,50,126,3677.629249321,10576,0,16304,4147167,174106,8813,364939,13815,825.02172,18794.100160721,81561,87742,132176,194690,4291,265116,365851,26880,14291.4491914,3885553,47,61.86,24.28,100.2,NA
2024-2025,Jan,16,KERALA,1605,MALAPPURAM,3401942,344.78493014257,56,216,3071.819399521,18248,0,19486,4419716,1514763,61226,206422,5652,923.70246,19234.036582621,77591,87316,148681,237732,8974,416192,599571,37734,15238.5147231,3794105,66,57.24,17.14,100.05,NA
2024-2025,Jan,16,KERALA,1612,PATHANAMTHITTA,2025470,342.312195972972,46,103,1289.892045629,5578,0,8576,1983845,555636,35222,41075,2185,488.36839,8569.203819829,42843,47413,67706,117399,939,163220,254273,14154,6790.9433842,1768846,42,64.44,19.48,100,NA
2024-2025,Jan,16,KERALA,1603,WAYANAD,2556007,341.320443511776,64,81,2703.63321602901,6690,0,8747,3687388,155416,7015,1722622,48751,585.91176,15875.354051629,57239,66446,87036,149845,12335,157390,259233,15437,12585.8090756,3187430,41,55.94,15.02,100.39,NA
2024-2025,Jan,16,KERALA,1612,PATHANAMTHITTA,2025470,341.035678054363,46,103,1289.892045629,5583,0,8645,2009625,562532,35225,41906,2185,494.35164,8637.781930729,42914,47503,67713,117416,1002,163238,254305,14228,6853.5382451,1792165,42,64.63,19.3,100.01,NA
2024-2025,Jan,16,KERALA,1601,KASARGOD,2785096,344.997929646316,51,96,2918.669331162,12940,0,12448,3456308,211396,10028,663596,24839,550.91336,15393.773733362,67359,75842,108300,166469,5930,171405,246831,25388,11924.1910422,3119852,49,52.34,33.95,100.02,NA
2024-2025,Jan,16,KERALA,1602,KANNUR,3577690,343.420823141454,52,126,3685.800135064,10686,0,16658,4367366,183924,8824,382365,13830,826.07252,19510.316921864,82452,88754,132547,195260,5978,265422,366308,27344,14998.4442668,4094497,46,62.97,23.55,100.23,NA
2024-2025,Jan,16,KERALA,1608,ERNAKULAM,2913225,339.488662565314,54,122,2836.938789122,17327,0,14535,3270141,662817,32993,65999,2871,922.29027,14860.987004022,60454,65238,110914,169017,5402,271790,382210,31862,11101.7579449,2928747,52,52.71,28.76,100.05,NA
2024-2025,Jan,16,KERALA,1606,PALAKKAD,4743404,351.212576657438,38,193,3444.336117492,17184,0,35552,5451004,1649862,85425,730865,21233,999.99599,23588.943709592,141374,155985,214068,306204,4659,410026,554569,52736,19144.6116021,4826673,63,39.06,35.34,100.13,NA
2024-2025,Jan,16,KERALA,1611,ALAPPUZHA,6315888,345.810478860535,50,359,4003.109408042,18163,0,20186,6820608,1041231,45108,42147,1155,675.30421,28264.790804042,134135,145924,180158,284438,2711,264956,395427,38349,23586.377186,6309094,34,76.67,7.87,100.02,NA
2024-2025,Jan,16,KERALA,1612,PATHANAMTHITTA,2025470,341.850458417314,47,103,1289.892045629,5591,0,8712,2059499,577025,35234,42893,2187,494.35164,8824.650458229,43051,47680,67738,117468,1132,163261,254364,14303,7040.4067726,1837308,42,65.05,19.02,100.01,NA
2024-2025,Jan,16,KERALA,1606,PALAKKAD,4743404,350.240826418931,37,193,3443.944117492,17104,0,35227,5327286,1611146,85362,716530,21216,997.21959,23099.494219592,140725,155186,213765,305738,4155,409805,554222,52331,18658.3305121,4716451,63,38.75,35.45,100.06,NA
2024-2025,Jan,16,KERALA,1610,KOTTAYAM,2449703,337.345241572251,49,30,2130.22558997,10128,0,11253,2475305,353898,20335,85855,4628,595.61954,11076.16876187,50002,53846,89654,135715,3912,209042,292257,21381,8350.3236319,2302303,54,45.23,36.6,100,NA
2024-2025,Jan,16,KERALA,1613,KOLLAM,5708199,341.802165756002,53,272,2693.007733094,17188,0,21104,7011547,1421264,62251,111313,2446,925.60907,27584.236302094,130003,142108,209419,329677,8569,403592,588125,38292,23965.619499,6096908,40,65.38,24.77,100.01,NA
2024-2025,Dec,16,KERALA,1602,KANNUR,3502371,344.229846613465,49,126,3677.629249321,10502,0,16128,4032101,168294,8804,356235,13807,821.4079,18378.732236921,80989,87108,131912,194301,3713,265014,365705,26630,13879.6950876,3776114,47,61.2,24.7,100.21,NA
2024-2025,Dec,16,KERALA,1604,KOZHIKODE,6197422,342.61646899091,53,191,5627.33079447201,13790,0,20105,6865519,822020,38781,114365,4105,975.21588,30124.945450172,128494,140346,199528,315653,3556,357112,529243,33895,23522.3987757,6276252,37,71.73,16.22,100.01,NA
2024-2025,Dec,16,KERALA,1606,PALAKKAD,4643543,350.015119057317,36,192,3443.944117492,16857,0,34829,5082090,1539114,85279,685199,21211,982.43221,22214.459691592,139117,153330,213224,304943,3473,409670,553945,51686,17788.0833641,4498044,63,38.18,35.62,100.05,NA
2024-2025,Jan,16,KERALA,1614,THIRUVANANTHAPURAM,7659903,341.893865682368,58,178,5053.346988086,21666,0,23337,9406360,1619596,59581,312451,8074,1041.0929,38254.207712086,159635,173404,232411,351212,9914,395589,563508,45003,32159.767824,8386269,51,68.52,21.1,100,NA
2024-2025,Dec,16,KERALA,1608,ERNAKULAM,2851894,339.368190235138,49,121,2836.938789122,16927,0,13917,2971491,598121,32955,61619,2868,857.272,13778.506018822,59470,64039,110573,168506,2989,271783,382215,30844,10084.2952297,2658802,52,50.35,30.51,99.99,NA
2024-2025,Dec,16,KERALA,1612,PATHANAMTHITTA,1982827,341.218185172861,44,102,1289.892045629,5509,0,8405,1899382,531435,35194,39775,2182,486.46857,8257.397405529,42526,47030,67661,117299,739,163159,254165,13914,6481.0367899,1692754,43,63.85,20.05,100.01,NA
2024-2025,Dec,16,KERALA,1613,KOLLAM,5588027,341.984727544743,51,271,2693.007733094,16962,0,20507,6640650,1347388,62183,106780,2440,919.97892,26322.995462794,128896,140740,209060,329090,6403,403353,587750,37469,22710.0088097,5767547,41,64.49,25.47,100.01,NA
2024-2025,Jan,16,KERALA,1601,KASARGOD,2785096,344.749464189866,53,96,3581.112455588,13884,0,12005,3660905,224914,10044,701003,24891,556.00955,16758.072377588,68337,77094,108605,166941,8161,171597,247155,25889,12620.950372,3306757,49,52.86,33.15,100.17,NA
2024-2025,Jan,16,KERALA,1603,WAYANAD,2556007,339.095930545777,66,83,3364.48061235701,7703,0,8315,3903204,163421,7049,1836476,48867,586.07176,17186.158297257,58324,67832,87365,150478,16270,157798,259891,16018,13235.6059249,3372578,41,57.24,14.46,100.98,NA
2024-2025,Jan,16,KERALA,1606,PALAKKAD,4743404,349.244282288644,41,198,4638.636061505,17442,0,36953,5933820,1795283,85649,782617,21274,999.99599,26362.159122805,143796,158874,214984,307701,6744,411072,556164,54395,20723.5270713,5259604,63,40.13,34.83,100.25,NA
2024-2025,Jan,16,KERALA,1607,THRISSUR,3042236,341.740902702064,47,217,3706.633196315,17090,0,15006,3756832,1192022,51122,69424,2510,975.81955,17521.084336115,79894,85314,159095,208209,8732,352623,430914,32096,12838.6315898,3391948,50,66.78,8.95,100.19,NA
2024-2025,Feb,16,KERALA,1607,THRISSUR,3138307,341.143248960361,47,219,3814.874954321,17735,0,14650,3816230,1211087,51158,70142,2510,977.87399,17811.559954121,80268,85749,159296,208507,9539,352710,431096,32385,13018.8110098,3446246,50,66.94,8.83,100.19,NA
2024-2025,Feb,16,KERALA,1612,PATHANAMTHITTA,2089432,341.288928348416,53,103,1573.552811008,6362,0,8538,2320493,649462,35299,47880,2190,501.98095,9995.119453108,43666,48486,67865,117744,2378,163615,254917,14900,7919.5856921,2073122,42,66.38,17.45,100.13,NA
2024-2025,Jan,16,KERALA,1612,PATHANAMTHITTA,2025470,339.79802527055,47,103,1289.892045629,5584,0,8682,2031139,569012,35226,42476,2185,494.35164,8686.013898129,42979,47590,67725,117436,1061,163249,254329,14266,6901.7702125,1811579,42,64.85,19.16,100.01,NA
2024-2025,Jan,16,KERALA,1613,KOLLAM,5708199,342.569232408256,54,272,2693.007733094,17230,0,21263,7082072,1436345,62268,111911,2446,925.60907,27879.616492094,130176,142327,209492,329798,9278,403630,588193,38493,24260.999689,6158937,40,65.55,24.63,100.01,NA
2024-2025,Jan,16,KERALA,1601,KASARGOD,2785096,343.898345580903,50,96,2918.669331162,12928,0,12376,3414419,208747,10021,656524,24838,550.91336,15211.713143362,67128,75555,108244,166371,5473,171361,246754,25304,11742.1304522,3081268,50,52.18,34.1,100.02,NA
2024-2025,Jan,16,KERALA,1610,KOTTAYAM,2449703,337.546342015638,51,30,2130.22558997,10229,0,11364,2560380,366559,20343,89075,4629,628.23086,11400.92548167,50197,54095,89703,135807,4451,209162,292434,21593,8642.4690317,2382029,53,46.14,35.91,100.01,NA
2024-2025,Jan,16,KERALA,1612,PATHANAMTHITTA,2025470,341.331451169872,48,103,1289.892045629,5592,0,8789,2083519,583300,35235,43388,2188,494.35164,8895.949323729,43109,47748,67748,117493,1210,163278,254391,14381,7111.7056381,1859023,42,65.26,18.87,100.01,NA
2024-2025,Jan,16,KERALA,1602,KANNUR,3577690,343.69518702855,51,126,3677.629249321,10633,0,16485,4240636,178348,8816,370478,13818,826.07252,19078.563600721,81960,88187,132351,194949,4939,265222,365997,27118,14574.8618314,3974354,46,62.3,23.98,100.24,NA
2024-2025,Jan,16,KERALA,1608,ERNAKULAM,2913225,340.071964832007,52,122,2836.938789122,17236,0,14336,3169416,640849,32959,64291,2870,902.49735,14517.731404022,60083,64775,110775,168781,4458,271735,382106,31572,10778.2952649,2838226,52,51.97,29.33,100.05,NA
2024-2025,Jan,16,KERALA,1609,IDUKKI,3490537,342.066815613268,45,91,2438.044179841,17054,0,12338,3917207,429005,29035,654814,24941,936.36292,16773.872345721,85848,110333,135101,244647,4536,213289,365651,29392,13399.46524588,2905798,29,61.49,18.72,100.3,NA
2024-2025,Jan,16,KERALA,1605,MALAPPURAM,3401942,345.554978326613,60,218,4049.903536616,20397,0,19022,4802895,1638555,61397,227076,5663,950.31274,21596.859052916,79680,90081,149839,239720,15003,417207,601198,39419,16596.6427763,4122358,66,58.24,16,100.21,NA
2024-2025,Jan,16,KERALA,1606,PALAKKAD,4743404,349.593749939023,41,198,4638.704017775,17389,0,36891,5903888,1785954,85640,780403,21272,999.99599,26278.323459175,143616,158675,214895,307575,6596,410962,556025,54280,20639.6234514,5232660,63,40.07,34.84,100.25,NA
